imageNum,descriptors
0667,"car,man,road,running,snow,one,slipped,still,stopped,towards,white,around,bit,country,daytime,end,frozen,ground,ice,little,melting,mountain,peaceful,remain,roadway,scenery,single,stopping,strange,thanks,town,vast,walk,wonder"
0675,"made,two,big,bridge,family,lion,parent,sea,small,taking,three,wood,animal,board,break,cherish,child,close,divided,five,funny,gray,green,happy,head,lie,light,lined,lovely,member,nap,part,pier,place,pretty,seal,sleeping,slept,somewhere,surely,touch,water,woman,wonder,wonderful,zoo"
0685,"spider,web,beautiful,light,white,appear,bad,between,caught,center,cover,covering,delicate,different,dirty,everyday,feeling,figure,find,fine,glow,image,insect,knitted,mesh,nest,never,observation,one,outside,reflected,shine,shown,space,state,thoroughly,thread,transparency,transparent,turned,without,yarn"
0689,"black,image,sun,burning,part,spot,circle,clear,colored,contour,dark,dot,fair,fantastic,fever,flame,hole,horror,hot,lava,object,observing,orange,perfect,planet,raising,red,shine,spherical,strange,surface,treble,tremendous,understood,universe,violent,well"
0694,"woman,dress,hand,white,center,illuminated,light,night,outside,people,place,playing,raise,street,wearing,area,around,bed,beside,building,color,corner,cushion,drama,entertainment,even,feeling,gathering,hat,id,ishidas,man,old,outdoor,performance,residential,show,slightly,taking,theater,watching,wonder"
0700,"beaker,blue,cloth,desk,girl,light,white,window,classroom,clean,clothes,collar,experiment,faucet,feeling,front,glass,head,instrument,keen,microscope,modern,natural,note,pen,pencil,place,placed,research,sink,sitting,small,student,study,studying,taking,two,uniform,ventilation,wear,wearing,woman,wrapping,writing"
0706,"hair,mirror,woman,brush,clean,front,long,always,become,black,care,careful,cutting,desperate,face,imagining,keep,life,looking,myself,over,problem,seriously,set,straight,straightens,suffering,towards"
0721,"people,skating,many,rink,sliding,building,fun,lined,skyscraper,street,around,child,despite,enjoying,evening,feeling,happy,having,high,installed,leisure,light,oppressive,outdoor,ring,rise,skate,slide,spot,starting,tall,together,town,window"
0725,"beach,people,sitting,back,boat,camera,front,man,pleasure,sand,sea,ship,waterfront,anchored,dining,eating,eye,family,food,having,holding,inside,lake,looking,number,photo,photograph,quay,river,rope,seemed,seen,six,stopped,story,surroundings,taking,two,woman"
0730,"large,machine,white,another,bowel,cemented,chopping,collecting,coming,creepy,did,disposal,falling,fence,frozen,garbage,gray,inside,meat,messy,metal,object,one,paper,place,potato,scrap,screw,shape,shooting,shown,similar,site,sold,twisted,work"
0739,"tree,around,deer,grass,growing,across,animal,avoiding,back,beside,bird,center,deep,enemy,escape,eye,find,foreground,forest,found,freedom,green,ground,healed,herbivorous,high,hill,image,light,looking,meadow,mountain,natural,nature,over,peaceful,place,plain,plateau,ran,rather,run,running,short,sight,sky,small,sparsely,spreading,taken,thick,trees,vast,view,walking"
0743,"fountain,center,small,around,circle,column,powerful,thick,water,arc,balloon,beautiful,bubble,campfire,child,circumference,draw,drawing,enclosed,everything,extending,inward,large,lined,many,middle,number,order,park,people,pond,regular,relaxing,square,surround,surrounding,sweeping,thin,towards,vertical,vigorously"
0750,"sunset,center,grassland,green,house,several,sky,stream,abundant,beyond,big,building,bush,canal,cloud,distant,dyed,eye,flat,forever,front,grass,growing,hollow,little,long,many,meadow,nature,orange,road,shining,sight,silhouette,sink,sit,small,spread,still,sunk,thin,throughout,watch,weed"
0753,"animal,carcass,crow,eating,meat,snow,black,red,absent,bird,bit,bone,carnivorous,cluster,color,covering,figure,flesh,food,gathered,hair,image,kind,land,lively,pecked,probably,scary,season,several,uncomfortable,valuable,winter,without"
0757,"pot,fire,put,bonfire,ingredient,meat,add,black,boiling,bright,burning,camping,carrot,containing,cook,curry,drum,firewood,inside,instead,making,new,onion,outdoor,potato,resemble,slightly,substitute,tree,using"
0764,"flying,helicopter,sky,against,airplane,america,being,blue,center,cloud,color,fast,gray,green,heavy,much,one,private,propeller,rather,silver,slightly,speed,spinning,spreading,states,united,wondering,written"
0770,"cook,man,woman,dish,room,table,two,apron,bag,busy,butter,chef,classroom,completed,considering,cream,delicious,dim,famous,feeding,forward,front,kind,kitchen,knife,logo,looking,opening,pizza,placed,preparation,put,restaurant,same,serious,silently,somewhere,sour,stand,store,vegetable,wonder,working"
0774,"car,figherman,engine,fire,hose,three,activity,almost,black,burn,burning,burnt,center,compact,country,destroyed,engaged,erasing,extiguishing,extinguishing,fighting,finished,flame,foreign,front,frozen,grass,ground,kind,mass,people,plenty,principle,red,road,sipping,snow,stopped,water,watering,white,winter,wondered"
0784,"dress,green,wearing,woman,bride,calling,grass,groom,photographer,wedding,white,alternative,arranging,assistant,become,beside,camera,care,caught,center,ceremony,fix,foot,full,holding,leaf,light,outfit,outside,park,person,photoshoot,picture,place,preparing,reflected,screen,shining,sun,tree,walking,wondered,yellow"
0787,"sunset,wave,beautiful,front,piled,rock,sea,splash,stone,big,blue,calm,cloud,combination,diagonal,dyed,evening,gave,gray,hit,hitting,illuminated,impression,inserted,large,magnificent,ocean,pale,reflected,shelve,shine,shining,sky,soft,splashes,spread,square,stained,struck,sun,sunlight,sunrise,surface,thin,vandalism,waves,white,yellow"
0796,"collar,dog,black,white,eye,face,looking,man,owner,red,top,background,behind,belly,body,bottom,gentle,glossy,gray,hair,head,lead,line,moist,mouth,open,part,pattern,purple,shining,sight,watching,wearing,wonder"
0801,"pink,red,color,lake,ocean,sea,sky,sunset,beautiful,behind,black,close,cloud,deep,dyed,eerie,extensive,fantastic,fear,flowing,glowing,grotesque,light,little,living,mountain,mysterious,one,over,scenery,screen,seaside,setting,somewhere,spread,spreading,stained,strangely,sun,sunshining,taste,wave,well,whole,wrapping"
0805,"sky,lift,people,person,ropeway,two,able,alone,autumn,better,between,blue,clear,cloud,crystal,fine,floating,forest,front,growing,large,leaf,lifting,little,more,reflected,ride,riding,seven,shining,sideways,single,sit,small,summer,sun,sunny,together,tree,turn,type,vast,vehicle,weather"
0811,"flower,purple,bloom,grass,green,growing,leaf,beautiful,blue,camera,color,dark,deep,different,elongated,ground,healed,insect,iris,line,little,long,nature,near,one,plenty,same,saw,shown,sight,spread,thin,usual,vivid,wanted,world"
0816,"cut,tree,saw,snow,big,chain,chainsaw,large,piled,center,collapse,cutting,electric,ground,hand,hard,lay,lie,likely,lying,man,person,place,reflected,screen,size,still,thick,time,white,wonder,work"
0820,"color,small,white,bead,colorful,scattered,background,ball,blue,bouncing,broken,close,cute,detail,due,fine,floor,grain,hitting,light,number,over,pink,pure,red,slightly,space,sphere,spilled,spoiled,terrible,various,yellow"
0823,"light,place,red,amusement,ceiling,flag,moving,park,people,ride,round,two,vehicle,atmosphere,attraction,blue,center,colorful,dark,dim,disk,dot,flashy,fluorescent,game,gokart,good,indoor,lamp,line,lit,made,orange,overseas,roof,room,shine,show,slightly,small,steel,tail,triangle,white,yellow"
0835,"record,needle,dropped,hand,music,base,brown,center,circumference,communication,concerned,era,finger,flowing,foreign,genre,guess,hear,letter,little,lower,mean,moment,nostalgic,number,old,one,outer,placed,player,reflected,shown,surely,time,yesterday"
0843,"basket,bird,bait,cage,metal,pretty,small,clinging,containing,deadlocked,desperate,easy,eating,feeding,feeling,foot,gentle,good,got,gray,hanging,hard,healed,holding,inside,iron,oatmeal,one,outside,solidified,square,staying,stopping,stuck,target,two,watching"
0847,"snow,falling,light,evening,people,shop,street,tree,walking,accumulate,avenue,beautiful,branch,broad,car,center,city,continuing,country,court,danger,decoration,driving,extremely,ground,lined,lit,much,often,orange,piled,rain,reflected,road,roof,scenery,shining,shopping,tremendous,umbrella,wearing,without"
0849,"balloon,big,people,bottle,coca,cola,around,gathered,ground,inflated,shaped,being,cheer,collapse,completed,crowded,drink,flying,front,great,many,process,rise,several,sky,swell,towards,type,watched"
0862,"horse,man,black,brown,grass,hand,meadow,appearance,been,body,case,close,clothes,filming,further,glance,green,growth,gun,guy,handgun,heading,here,high,him,looking,mature,may,mist,object,one,people,period,person,real,reflected,rich,run,running,shadow,shot,smoke,special,spirit,spur,straddle,straddled,surroundings,taken,top,uniform,upper,wearing,white,whole,whose,wondering"
0867,"shopping,short,center,lined,mall,walking,woman,appearance,atmosphere,back,beer,belly,bottom,bright,building,cheap,christmas,city,condition,drink,enjoying,floor,freedom,hand,holding,item,jolly,junk,kind,laughing,letter,light,lightness,lively,man,night,one,pant,passageway,people,person,picking,product,roger,shop,sign,signboard,sleeping,sleeve,spot,stand,toe,top,tourism,tourist,view,warm"
0870,"turtle,ocean,sea,swimming,blue,clear,floor,reflected,sand,shadow,white,appearance,astronaut,big,camera,center,eating,elegant,enjoying,facing,fish,flight,gravity,living,one,relaxing,seabed,small,spread,sweet,swim,tortoise,underwater,water,wondering,zero"
0875,"cloud,space,earth,reflected,satellite,seen,ship,sky,universe,window,above,airplane,anyway,being,blue,camera,color,covering,edge,fine,flowing,helicopter,image,imagine,looked,looking,machine,many,observing,ocean,over,scattered,scenery,small,spaceship,special,spread,thin,thinly,white"
0880,"sitting,woman,cliff,front,mountain,stratum,above,around,art,back,become,behind,big,blonde,blowing,creat,earth,enjoying,hair,hand,high,holding,hoodie,instead,knee,layer,leg,man,many,nature,opposite,overlooking,pink,position,range,red,rocky,scenery,screen,seen,shoulder,shown,single,size,skin,spreading,standing,stroke,struggling,tied,trouble,wearing,wind"
0895,"green,slope,snow,wear,lift,seen,ski,skiing,wearing,amazing,back,been,child,cold,enjoying,fine,good,image,long,mountain,over,person,piled,quickly,raising,skate,skier,sky,sliding,slipping,snowing,splash,sunny,time,weather,winter,yellow"
0897,"smoke,hole,white,big,hot,inside,middle,sky,spring,blowing,blue,brown,center,circle,cloud,crater,dark,densely,dented,dig,earth,flat,floating,further,gray,ground,kind,mountain,mouth,place,plain,rise,rising,round,screen,seen,sight,soil,spread,spreading,standing,steam,still,volcano,whole,wonder"
0901,"people,stroller,beach,family,sea,standing,two,across,behind,beside,center,couple,dark,diagonal,did,different,face,fun,hand,having,height,important,lining,member,one,parent,person,pushing,quarrel,rather,reflected,seaside,story,supposed,waist,waterfront"
0910,"boat,people,two,woman,blue,front,motor,running,sea,sitting,another,behind,best,blonde,competition,distant,driving,drowned,enjoying,forest,four,head,lake,man,motorboat,one,properly,riding,seen,ship,spreading,standing,steering,surface,three,throughout,water"
0914,"people,demonstration,gathered,paper,activity,affixed,board,clarify,counted,difficult,face,filled,find,holding,hot,illustration,installed,interesting,looking,many,one,overflowing,photo,picture,place,raising,reflected,several,sky,tent,toilet,wrote"
0916,"three,woman,building,wearing,costume,dress,orange,across,balcony,beautiful,become,beyond,big,brown,castle,chatting,country,ethnic,fence,fine,forest,front,green,indian,interested,looking,national,nice,over,palace,place,red,regular,stand,standing,street,temple,terrace,wonderful"
0918,"coin,board,desk,dropped,falling,moment,seven,several,silver,state,wooden,above,black,brown,color,content,covering,foreign,made,many,reflected,shadow,show,thin,top,torso,tree,wallet,whole,wondered"
0933,"sitting,field,girl,grass,green,around,back,backlit,behind,bunch,bundle,casual,cedar,crane,dead,did,due,even,extent,eye,flat,harvest,hatched,having,hay,head,here,herring,holding,lining,long,middle,much,place,reflected,season,short,sleeve,smiling,spread,spreading,still,stock,straw,thinking,toilet,tree,wearing,wheat,why,woman,wonder,young"
0939,"lined,beautiful,dark,front,full,moon,shrine,sky,statue,big,bronze,build,building,center,chinese,cobblestone,everything,felt,float,floating,godly,great,hall,historical,image,kind,light,line,lit,main,many,masonry,mausoleum,night,person,rare,reminiscent,same,sarcasm,shaped,staring,stone,stones,stretch,temple,time,visiting,watched,woman"
0943,"blue,cloud,sky,bottom,floating,looking,white,above,angle,beard,beautiful,black,center,concerned,cotton,dark,day,dense,edge,future,image,man,may,meaningless,near,rain,screen,several,small,storm,sunny,surface,upper,upside,whole,wonder"
0950,"light,background,black,dark,fantastic,grain,green,image,part,scattering,shining,yellow,apart,artistic,below,bottom,bright,building,dim,floating,fuzzy,gradation,greenish,imago,irregular,lower,number,orange,overall,picture,screen,slightly,small,somewhere,space,spread,universe,world"
0954,"piano,playing,girl,three,one,people,sitting,woman,adult,age,asking,back,cute,daughter,dodging,everybody,family,foremost,friend,good,hand,happy,id,member,mother,party,pleasant,room,score,shown,smile,song,table,together,venue,watching"
0958,"blue,clothes,people,red,white,yellow,sitting,wearing,floor,atmosphere,back,beautiful,body,building,center,chapel,church,cloth,coat,colorful,costume,different,dot,dressed,front,harsh,hat,head,included,including,knee,large,made,meaning,paper,partly,performing,praying,primary,putting,raising,regular,ritual,room,seat,somewhere,table,temple,throughout,upper,various,wear,worship"
0964,"bath,bathroom,large,window,glass,nice,outside,place,scenery,accommodation,accumulated,amount,arranging,beautiful,daily,enclosed,fatigue,feeling,felt,healed,life,natural,neat,open,placed,plenty,probably,quantity,really,space,summit,surrounded,towel,view,water,watering,white"
0979,"door,outside,train,car,red,inside,station,arrival,auditorium,automatic,between,bright,closed,cobbledown,deserted,detail,did,emergency,equipment,fresh,front,glass,ground,man,nearing,plant,plaza,running,scenery,silver,small,space,square,stand,standing,tree,understand,wall"
0986,"eye,mirror,white,forehead,front,girl,hair,hand,looking,man,shown,woman,creepy,even,face,foreign,head,long,moment,much,pretty,put,reflected,room,rough,scratched,sick,slightly,somewhat,stood,taken,touching,turn,turning,young"
0988,"digital,display,number,decimal,represents,written,appear,background,black,center,clock,dark,digit,dim,gray,idea,kind,lower,one,orange,place,plastic,point,room,screen,small,surrounded,surroundings,time,two,value,wall,white"
0996,"woman,bath,foot,hair,adult,being,bit,body,bubble,care,charm,cold,felt,filthy,foaming,frothing,fun,hand,handling,hot,important,necessary,pink,play,process,razor,serious,shave,shaver,shaving,somewhat,strange,taking,treatment,water,white"
0999,"car,blue,checking,oil,open,attending,between,broken,bumper,came,child,color,corner,disappointed,engine,event,feeling,full,gathered,green,hood,husband,inspecting,light,lined,lining,man,middle,mother,park,parked,picnic,play,room,several,watching"
1006,"kissing,woman,man,pink,umbrella,white,background,black,tree,tshirt,against,bit,came,center,denim,disgusting,forest,green,growing,hand,hold,moment,one,people,rain,shirt,taken,two,uncomfortable,under"
1011,"drink,people,balcony,many,building,decoration,beverage,black,brick,city,edge,enjoying,fall,fancy,fat,fence,hand,having,iron,leaning,looking,off,old,railway,stand,standing,start,talk,waiting,weight,wonder,young"
1023,"singing,uniform,everybody,hat,mouth,people,same,song,wearing,acting,army,arranging,beautiful,being,big,clay,close,comical,front,good,japanese,khaki,korean,lined,loud,loyalty,man,microphone,military,north,northkorean,open,opening,posture,soldier,standing,tall,two"
1026,"camera,man,big,drama,movie,shooting,wearing,action,brown,center,completely,different,exquisite,filming,green,hat,image,job,jumper,kind,landscape,looking,low,machine,making,one,outside,position,probably,professional,serious,site,square,taking,television,touching,tv,vast,wonder"
1032,"man,blue,nasa,talking,three,background,desk,sitting,suit,black,center,character,conference,even,explanation,foreign,front,great,hard,incident,light,master,more,press,problem,public,say,scene,serious,tell,tv,wear,wearing,written"
1035,"dog,big,close,cute,floor,labrador,little,sitting,two,white,alert,black,brown,child,colored,cream,dark,funny,hair,here,him,lined,middle,obedient,parent,protecting,puppy,rare,retriever,sized,someone,staying,together,turning,wall"
1045,"house,train,running,behind,land,sea,anything,beyond,broad,build,center,color,continuing,distant,dot,expanding,guest,island,may,meadow,near,ocean,ocher,ordinary,passing,private,railway,room,scattered,seen,sky,spreading,tree,vast,wilderness,window,without"
1048,"head,woman,walking,building,pot,river,silver,against,along,arab,background,colorful,costume,discrimination,distant,ethnic,gender,green,hand,holding,indian,lake,mind,near,palace,pink,point,put,receiving,shallow,standing,tajmahal,temple,waterfront,wearing,white,wonderful,yellow"
1052,"factory,people,shirt,white,work,working,back,blue,clothes,container,desk,divided,feeling,flowing,front,holding,id,kind,leaking,light,long,machine,making,man,many,outside,person,placed,professional,room,section,several,show,simple,state,stick,suit,various,vast,wall,wearing"
1058,"man,artist,bathing,beach,even,front,live,sand,stage,suit,woman,appear,coming,competition,concerned,curtain,fact,festival,flocking,forward,funky,hot,likely,little,looking,off,one,people,popular,red,running,scene,sea,set,skateboard,skill,special,start,summer,surrounded,test,tournament,towards,upper,waiting,young"
1070,"black,lawn,man,road,running,wearing,body,jogging,serious,between,bottom,clothes,comfortable,course,dress,even,fit,got,green,hill,imagine,long,loose,lower,maintained,material,outerwear,park,personality,place,properly,single,skinned,sleeve,somewhat,stoic,stretch,upper,wear,whole,winding"
1076,"machine,yellow,factory,square,white,automatic,back,being,big,blade,box,care,carrying,considering,cut,everybody,here,iron,made,making,middle,moving,object,opportunity,projected,rail,run,running,weight,whole,work,working"
1078,"man,sitting,woman,bridge,face,short,stream,talking,across,away,behind,bit,black,brown,bush,color,cottage,fence,filled,flowing,friendly,front,fun,grass,green,greenery,hair,handrail,happy,having,impression,log,made,mountain,near,opponent,over,people,pink,plant,rail,shirt,small,space,standing,tree,two,wary,wearing,white"
1079,"car,fire,hose,smoke,snow,water,burnt,extinguishing,figherman,remain,season,three,white,accident,afterwards,applied,being,blowing,coming,connected,emerging,fighter,fighting,figure,fireman,framework,gone,hanging,many,one,outdoors,rising,road,seen,still,stopped,truck,vehicle,vigorously,winter,work"
1084,"room,beard,light,long,old,orange,white,afraid,against,applied,back,backdrop,bottom,center,chinese,colored,dark,dim,distinctive,emerging,expression,face,fear,feeling,horror,image,increase,irrational,keep,lighting,looking,man,more,movie,night,official,person,shining,stood,style,sum,surroundings,terrible,terribly"
1087,"cattle,horn,hitting,large,road,three,walking,afraid,along,away,been,big,brown,center,city,cobbled,cow,danger,figure,human,line,lined,little,old,one,onlooker,over,pattern,people,person,place,several,spreading,street,walk,watching,white,woman,wonder,wonderful"
1090,"mother,bowl,child,cook,girl,boy,home,kitchen,mixing,one,painting,bored,brother,country,crayon,cup,draw,enthusiastic,face,family,food,friendly,got,hand,kneading,making,sweet,taught,three,together"
1095,"distant,grass,growing,mountain,beautiful,behind,blurry,cat,comfortable,country,environment,figure,fine,fluffy,focus,freely,front,good,green,grew,grumbling,head,light,looked,mission,neko,own,plenty,really,reflected,said,scenery,seemed,seen,sharp,slightly,stain,strong,towering,weed"
1097,"flamingo,two,color,river,along,around,bait,base,beautiful,become,born,bushy,cloudy,country,covering,deep,due,enter,far,flowing,flying,foot,gray,group,hair,image,middle,near,one,prey,quay,rocky,seashore,shore,southern,stand,strange,surprised,taking,time,water,wild"
1105,"man,computer,black,glass,office,sitting,standing,talking,watching,wearing,woman,across,attention,blue,came,clerk,clothes,desk,eyeglass,face,find,floating,front,gray,hair,information,interview,jacket,job,jumper,laptop,leather,little,looking,matching,men,opposite,receiving,reception,screen,security,someone,staff,table,two,uniform,venue,wonder"
1110,"man,woman,center,clown,game,dressed,street,back,balloon,behind,big,entrance,frame,front,glass,hand,id,made,makeup,nose,orange,outside,painted,performance,red,same,stand,standing,sticking,store,strangely"
1124,"reading,man,age,elderly,enjoying,old,bird,book,box,chair,dish,eye,front,fun,garden,good,great,green,kind,life,lighting,may,morning,mug,nature,nest,outside,person,place,send,sitting,small,solitary,spreading,table,terrace,time,tree,wanted,weather,white,wondered"
1125,"behind,man,many,shop,street,walking,wearing,woman,along,america,area,beside,bicycle,bmx,boldly,breast,car,center,chasing,city,dress,even,exposed,floor,food,height,illuminated,impression,knew,leg,light,low,mini,people,plump,reflected,relaxing,road,row,running,sandal,second,shirt,shopping,sidewalk,skirt,store,sun,surprised,tight,time,top,tube,vast"
1133,"bicycle,building,school,entrance,felt,parked,place,stopping,three,back,beautiful,beside,big,break,brick,class,front,garbage,life,light,near,ordinary,owner,pink,reflected,scene,sense,several,shade,stair,sun,taking,trash,tree,two,wall,wonder"
1136,"drink,elephant,nose,water,big,front,pond,walking,afraid,back,bathing,body,brown,center,deep,distant,entering,field,funny,good,grassland,heading,here,long,lying,made,meadow,one,pleasant,puddle,put,river,scenery,screen,surface,took,true,two,watch,wonder"
1137,"green,house,made,red,station,white,wonder,another,area,around,blurry,christmas,claus,color,crowd,cute,deformed,doll,door,figure,focus,good,handmade,lovely,model,object,place,plaster,pottery,pretty,ration,reminiscent,ribbon,roof,santa,scheme,shape,similar,slightly,small,somewhat,somewhere,wall"
1143,"factory,woman,back,four,machine,work,belt,cloth,container,conveyor,man,red,roller,turning,big,blue,carrying,elderly,facing,flowing,foreground,front,here,inside,large,lined,meat,object,one,place,placed,plate,put,shaped,shown,spread,stacked,state,thin,things,turn,unclear,vast,working,wrinkle"
1149,"covering,head,snow,white,beach,body,brown,coast,eagle,feather,ice,mountain,across,antarctica,appearance,arctic,beak,bird,bit,bos,cold,cool,dark,descending,dignity,distant,district,expression,fearless,hawk,high,imagined,looking,piled,place,pointy,proceed,pure,sea,seemed,sitting,standing,thinking,tightly,wave,yellow"
1154,"woman,black,jacket,phone,behind,big,cell,difficult,doe,everybody,facing,float,front,glass,hand,hardly,kind,leather,made,magnifying,map,mistake,mobile,nervous,preparing,present,presentation,research,serious,situation,stand,standing,student,turn,understand,waiting,watching,wearing,wonder,work,worried,wrong"
1167,"strawberry,chocolate,eating,wearing,woman,black,mouth,seen,silver,sour,sweet,tank,top,aroma,attractive,background,big,bob,definitely,delicious,even,expression,face,glossy,haircut,hand,hat,lame,likely,lip,lipstick,melted,nose,pinching,pink,red,short,shoulder,sleeveless,spread,surely,tip"
1171,"flower,pink,sunset,front,shining,above,appealings,backward,beautiful,big,bloom,burning,color,cute,day,eyecatching,floret,grassland,horizon,meadow,orange,part,pepper,pretty,red,shaking,shaped,sky,small,stained,sun"
1177,"balloon,several,colorful,hold,horse,people,aboard,adult,around,background,bag,basket,behind,big,black,blue,center,certain,checking,connected,extent,fence,flying,front,gas,grassland,green,inflate,inflated,large,located,man,pasture,person,preparing,put,ranch,red,ride,rope,square,supposed,tree,weight,woman,working,yellow"
1180,"blue,coaster,rail,sky,colorful,green,red,roller,yellow,against,amusement,center,circle,cloud,color,continuing,floating,form,fun,jet,looking,mark,olympic,one,park,primary,reflected,round,scary,shape,white"
1185,"building,entrance,flag,flower,national,front,beautiful,bed,build,car,large,various,white,above,arranging,atmosphere,bloom,conference,country,decoration,fine,foreground,grass,held,important,international,lined,majestic,mean,near,number,open,place,raised,red,roundabout,space,square,stopped,symmetricallingy,turning,visit,wind,yellow"
1203,"hair,woman,blonde,face,hairdresser,acquire,advertisement,almost,beautiful,behind,black,completed,cut,cutting,dressed,elliptical,everybody,forward,looking,loreal,lower,makeup,making,mirror,model,party,people,reflected,room,salon,seeing,setting,several,shelf,skill,steal,tool,true,two,wonder"
1207,"mask,man,ceiling,hanging,room,violin,wearing,white,behind,belt,cord,curtain,fishing,glass,hand,heavy,holding,hospital,hung,imagined,instrument,material,mouth,open,pair,pretty,protective,reflected,round,small,special,studio,treatment,tshirt,working"
1218,"tennis,woman,ball,court,hand,holding,man,playing,racket,smile,black,disease,enjoying,exercise,foreign,friend,fun,game,good,hitting,hot,lack,nice,origin,pant,play,pleasant,red,serve,sport,standing,surrounded,sweat,tree,tshirt,wearing,weather"
1229,"pool,anchored,big,city,fun,harbor,huge,liner,luxury,ship,admire,around,away,board,boat,building,casino,contrast,conveyed,everyday,high,hull,image,including,large,life,many,ordinary,parking,passenger,place,port,powerful,restaurant,rise,roof,size,sky,staying,street,swimming,trip,well,white,wonderful"
1234,"animal,big,deer,ear,appealinging,bushy,camera,caution,cool,cute,dignity,distant,eye,face,figure,found,gray,hollow,kind,long,looking,meadow,mountain,noticed,place,plant,pretty,pupil,shown,stand,staring,swinging"
1238,"airplane,wing,flying,interior,outside,part,sky,sunset,absent,angle,appear,bottom,center,dyed,end,favorite,glow,house,landscape,morning,orange,over,passenger,plane,private,rural,scene,scenery,seductive,sharp,shown,stick,window"
1246,"meat,onion,fire,black,burning,curry,delicious,dish,eating,knife,outdoors,pot,stew,back,baking,bar,barbecue,beside,big,body,boiling,bonfire,camping,concerned,cook,cue,cut,cutting,directly,firewood,floating,horizontal,large,lateral,log,making,material,may,must,near,plate,potato,raw,rising,saucepan,sight,silver,simmering,someone,squirrel,stacked,steel,thick,tree,wild"
1263,"blue,paint,yellow,white,anything,applied,art,bar,board,cloth,color,creat,degree,flying,hit,image,jump,kind,light,little,made,may,moment,motion,object,paper,plastic,plate,red,scattered,scattering,spatula,sprinkled,thrown,traffic,work,wrinkle"
1277,"station,light,subway,train,came,home,tunnel,wall,beginning,bright,character,dark,enter,entering,innovative,inside,overseas,passanger,people,place,reflected,seemed,shown,standing,union,unusual,vehicle"
1288,"cloud,rock,sky,brown,red,spreading,stratum,across,amazing,beautiful,below,big,blue,canyon,castle,clear,continuing,did,everywhere,feeling,firm,floating,grand,growing,impression,layer,light,line,linear,made,moss,mountain,mysterious,nature,nice,parallel,place,position,really,receive,rise,running,same,screen,standing,straight,strong,thin,turned,two,white,whole,why,wind"
1290,"costume,child,wearing,boy,festival,girl,man,woman,adults,big,bit,cloth,color,colorful,concrete,dancing,dressed,ethnic,flashy,happy,hat,head,marching,mexican,national,nice,overseas,purely,show,simple,situation,spectator,taller,team,walking,watching"
1300,"boat,beach,people,sand,sea,two,enjoying,green,swimming,white,beautiful,berthing,blue,distant,emerald,light,nice,ocean,ride,seen,spread,spreading,staying,thin,throughout,travel,umbrella,wanted,water,weather"
1304,"elephant,two,man,nose,africa,amazing,animal,center,color,dead,dig,dry,express,fang,feeling,field,forest,gone,grass,hole,kind,long,nature,one,over,planet,screen,skin,statue,touching,white,wondering,wrinkle"
1309,"fountain,playing,child,around,bench,clothes,felt,park,people,two,water,angry,big,boy,building,center,circle,close,country,decoration,design,diameter,enter,fine,foreground,got,lined,lovely,overseas,plaza,season,several,sitting,square,stone,surrounding,touching,tried,wet,whale,winter,wondering"
1311,"duck,floating,wearing,pool,sunglass,toy,bag,bath,beak,bird,black,blue,body,case,channel,child,containing,cute,doll,every,feeling,fun,good,orange,plain,play,several,shape,small,swimming,various,vinyl,water,yellow"
1321,"building,people,tourist,beautiful,big,block,castle,country,dark,destination,enter,entrance,famous,front,gathered,inside,lead,light,local,lower,made,many,mortar,one,probably,same,scattered,seen,shape,sparsely,square,stacked,stadium,staircase,stone,wall"
1326,"family,looking,three,dad,daughter,girl,mountain,parent,shoulder,standing,affection,back,being,blonde,canyon,child,cliff,climbing,coat,couple,dress,finished,five,grand,high,imagine,let,light,maintained,mother,place,relatively,road,rock,scenery,set,still,sunset,transmitted,turned,valley,vast,waist,wearing,wilderness,young"
1329,"cat,eye,blue,shining,beautiful,being,big,casting,center,coat,color,colored,dark,decided,ear,effective,eyedrop,face,fear,gazing,gradation,gray,growing,human,ice,keen,light,long,looking,more,place,point,screen,sharp,siamese,slightly,standing,talking,whisker,white"
1333,"many,bridge,people,roof,across,building,center,cobblestone,house,old,orange,red,river,street,walking,big,blue,brick,canal,clear,connected,crowded,history,lined,over,overall,passanger,rain,run,sightseeing,sky,spot,together,town"
1337,"sunglass,running,face,figure,front,person,reflected,sand,sun,sunglasses,area,beyond,bike,blue,buggy,cart,desert,eye,four,lens,made,man,mirror,motorcycle,off,people,reflecting,road,scenery,sculpting,seen,shining,shown,sky,two,wear,wearing,wheel"
1348,"rink,skating,building,people,skate,appear,background,beautiful,big,city,combination,contrary,enjoying,everybody,front,fun,glass,high,large,lined,link,location,movie,place,rise,romantic,saw,scene,scenery,seemed,skyscraper,sliding,spread,surprised,throughout,unbalanced"
1349,"black,gate,here,man,pillar,amazing,arch,become,between,boy,center,chair,city,connected,green,heading,installed,jean,light,looked,lush,near,necessary,one,over,parasol,polo,promenade,reflected,roadway,shaped,shirt,staring,stick,street,streetlight,three,unpleasant,vertical,walking,wearing,well,wonder"
1361,"man,window,bus,looking,sitting,black,came,car,caused,dark,disappointed,embarrassed,end,eye,eyebrow,face,hair,he,here,narrow,outside,painful,purple,sad,seat,seriously,small,someone,space,staring,train,tshirt,vehicle,wonder"
